coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,hype,risk,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
elementrem,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1728,0.16,0.08,1.24,1.24,-0.474,-13.0,0.054,-0.04
intelligent t...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sugar exchange,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cabbage,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,557,0.34,0.31,4.84,4.84,-0.013,-3.0,0.078,0.077
emphy,7 Oct 2017,5 Nov 2017,29.0,206.0,5,real estate,5,44500.0,7260000.0,0.01,0.1,13636,0,13062,N/A,N/A,1.42,100754,0.14,0.24,3.84,3.84,0.045,-7.0,0.029,-0.063
veros,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,5138,0.02,-0.04,-0.62,-0.62,-43.128,-0.5,1.389,0.01
whalecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,72,0,N/A,N/A,N/A,0.0,19143,0.05,0.06,0.93,0.93,-0.23,23.5,0.011,0.367
halcyon,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,6100,0.48,0.08,1.21,1.21,-0.047,9.5,0.022,0.073
accelerator n...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
adcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,10368,0.01,0.1,1.57,1.57,-0.288,-5.0,0.021,0.083
leviar,N/A,N/A,N/A,N/A,12,fintech,N/A,N/A,N/A,N/A,N/A,929,0,N/A,N/A,N/A,0.0,765,-0.14,0.04,0.65,0.65,0.395,4.5,0.087,0.043
bitbtc,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,60,-0.04,-0.06,-0.98,-0.98,0.146,-0.5,0.006,-0.01
octoin coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
droxne,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,48512,0.21,0.15,2.38,2.38,-0.247,-3.5,0.023,-0.04
bitgem,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,0.03,-0.09,-1.47,-1.47,-1.436,9.5,0.058,-0.037
litecoin plus,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
digital money...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
fujinto,10 Aug 2017,10 Sep 2017,31.0,262.0,8,blockchain,4,17566200.0,N/A,0.6,0.07,N/A,0,939,N/A,N/A,4.452,580241,-0.34,-0.24,-3.74,-3.74,0.354,38.0,0.001,0.293
wcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bitair,17 Sep 2017,31 Oct 2017,44.0,211.0,12,other,N/A,21510000.0,N/A,N/A,0.019,N/A,0,N/A,N/A,N/A,-0.239,209739,0.14,-0.02,-0.32,-0.32,-0.24,1.5,-0.007,0.047
briacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,378800,0.23,0.13,2.11,2.11,50.654,14.0,0.901,-0.023
scorecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,26,0.29,0.2,3.13,3.13,0.328,-2.0,0.069,0.15
escroco,30 Oct 2017,28 Nov 2017,29.0,183.0,12,fintech,N/A,N/A,N/A,N/A,0.1,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bit20,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
marscoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,4,0,N/A,N/A,N/A,0.0,1206,0.28,0.15,2.31,2.31,0.162,-22.5,0.027,0.107
phantomx,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,9113,0.17,0.24,3.85,3.85,-0.184,-10.0,0.046,0.207
tekcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1331,0.22,0.05,0.76,0.76,-0.147,-5.5,0.033,-0.09
tokyo,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,137949,0.07,0.06,0.89,0.89,0.177,-12.0,0.013,0.097
granite,N/A,N/A,N/A,N/A,2,other,11,N/A,N/A,N/A,N/A,696,0,253,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
golfcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,143,-0.3,0.14,2.2,2.2,0.702,10.0,0.057,-0.083
supercoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2393,0.33,0.2,3.19,3.19,0.98,21.5,0.087,0.223
cartaxi token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
crystal clear,8 Sep 2017,8 Oct 2017,30.0,234.0,2,transportation,7,3377550.0,N/A,N/A,3.09,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
darsek,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2211,0.09,0.23,3.61,3.61,-0.346,6.5,0.028,0.063
mojocoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2095,0.06,0.03,0.55,0.55,-0.36,4.0,0.051,-0.013
ethereum gold,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
garlicoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,51484,0.13,-0.05,-0.83,-0.83,0.537,-0.5,-0.008,-0.037
op coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
wavesgo,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,105,0.27,0.22,3.55,3.55,-0.032,-9.0,0.048,0.097
globalboost-y,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1074,0.2,0.08,1.34,1.34,-0.176,-6.0,0.031,0.023
grimcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,109740,0.22,0.26,4.15,4.15,0.053,-23.5,0.078,-0.06
tokugawa,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,26,0,N/A,N/A,N/A,0.0,24881,0.33,0.2,3.21,3.21,-0.329,-5.5,0.01,-0.017
peerguess,28 Oct 2017,09 Dec 2017,42.0,172.0,12,saas,13,N/A,N/A,N/A,0.06,1072,0,2032,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
steneum coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
firstcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,32,0,N/A,N/A,N/A,0.0,741,-0.04,0.09,1.46,1.46,-0.179,-3.0,-0.004,-0.187
reecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1602,0.07,-0.01,-0.12,-0.12,2.089,-1.5,0.113,-0.053
speedcash,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,6732,0.08,0.16,2.56,2.56,0.378,33.5,0.032,-0.1
cannacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0,0.04,0.11,1.71,1.71,-0.363,-3.0,0.026,0.003
octanox,N/A,N/A,N/A,N/A,12,entertainment,4,N/A,N/A,N/A,0.07512,855,0,N/A,N/A,N/A,0.141,33929,0.2,0.12,1.94,1.94,-0.431,-13.5,0.027,0.02
impact,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,629,0.25,0.19,3.03,3.03,-0.08,10.5,0.085,-0.107
bitcoin fast,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
c-bit,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1411,-0.13,0.06,0.91,0.91,-0.14,-2.0,0.088,-0.037
digitaldevelo...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
jin coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
coin2.1,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
helleniccoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,9097,0.23,0.18,2.92,2.92,-1.319,8.0,0.275,0.077
sativacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,262,0.07,0.18,2.86,2.86,-0.122,-15.0,0.072,-0.09
redcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,7370,-0.15,-0.17,-2.7,-2.7,0.35,-6.5,0.042,-0.05
berncash,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,833,0.19,0.09,1.5,1.5,0.276,-12.0,0.028,-0.023
chancoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,60,0,N/A,N/A,N/A,0.0,267,0.23,0.19,3.02,3.02,-0.114,-6.0,0.128,-0.023
yenten,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,17330,0.27,0.08,1.3,1.3,-0.23,-5.5,0.013,0.02
biteur,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,440,-0.0,0.04,0.69,0.69,-0.081,-3.5,0.003,0.0
solarflarecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,85,0.36,0.23,3.7,3.7,0.16,-2.0,0.044,0.113
safe trade coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
nekonium,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,10622,0.22,0.12,1.93,1.93,-0.671,34.0,0.027,0.217
desire,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,12058,-0.44,0.22,3.45,3.45,0.184,-13.5,0.004,0.007
amsterdamcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,279,-0.18,0.18,2.82,2.82,0.091,15.5,0.036,-0.19
network token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ethereum dark,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bitcoal,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,5784,0.16,0.08,1.33,1.33,0.024,-2.5,0.024,-0.017
homeblockcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1262670,-0.02,-0.17,-2.72,-2.72,-0.486,-21.5,-0.017,-0.087
litebitcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4218,0.27,0.17,2.62,2.62,-0.218,-7.0,0.075,-0.02
comet,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,5,0.41,0.19,3.02,3.02,-0.103,4.5,0.119,0.06
guccionecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,65,0.27,0.21,3.35,3.35,-0.002,-12.5,0.092,-0.0
bipcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,20,0.15,0.19,3.08,3.08,0.08,-11.5,0.035,-0.02
vaperscoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,106,0.27,0.31,4.85,4.85,-1.209,-85.0,0.628,0.127
useless ether...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
asiadigicoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1352,0.39,0.26,4.11,4.11,0.384,1.5,0.027,0.043
crowdcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,50903,0.42,0.15,2.44,2.44,-0.03,4.5,-0.018,-0.423
litecoin ultra,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
geysercoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,2,0,N/A,N/A,N/A,0.0,1854,0.3,0.19,3.07,3.07,0.742,11.0,0.07,-0.023
royal kingdom...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
prcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,32488,-0.07,0.08,1.21,1.21,0.62,-13.5,0.008,0.007
coupecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,14695,0.02,0.2,3.1,3.1,-0.136,0.5,0.606,0.023
womencoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
project-x,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
harmonycoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4808,0.24,0.13,2.0,2.0,0.416,13.0,0.096,-0.16
futurxe,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
grid+,N/A,N/A,N/A,N/A,12,blockchain,N/A,32226790.0,89000000.0,0.36,1.15,1241,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
hedge,15 Sep 2017,15 Oct 2017,30.0,227.0,5,blockchain,9,2100000.0,15000000.0,0.14,0.67,N/A,0,3776,N/A,N/A,0.063,35573,0.16,0.13,2.06,2.06,-0.23,22.0,0.062,0.14
guaranteed et...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
srcoin,1 Mar 2018,31 Mar 2018,30.0,60.0,12,insurance services,11,4000000.0,N/A,N/A,0.006,1245,0,943,N/A,N/A,-0.185,132146,0.04,0.31,0.63,0.63,-2.638,9.0,-0.02,-0.083
kilocoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,9,0.2,0.12,1.89,1.89,3.316,3.5,0.157,0.0
ecobit,9 Apr 2017,15 Jun 2017,67.0,349.0,12,other,N/A,N/A,N/A,N/A,0.03,279,0,1125,N/A,N/A,0.078,41297,-0.03,-0.0,-0.0,-0.0,-0.149,-0.5,0.008,-0.013
chips,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,64082,0.21,0.15,2.32,2.32,-0.43,4.0,0.028,0.023
asiacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,146184,0.21,0.09,1.46,1.46,-0.162,-10.5,0.054,-0.027
atmos,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3551,0.17,0.21,3.3,3.3,0.132,-9.0,0.013,-0.03
sharpe platfo...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
tokenbox,14 Nov 2017,28 Nov 2017,14.0,183.0,2,saas,8,8000000.0,20000000.0,0.4,1.0,1993,0,2422,N/A,N/A,0.5,116601,-0.15,-0.12,-1.91,-1.91,0.079,2.5,-0.005,0.103
blockpool,01 May 2017,30 Jun 2017,60.0,334.0,12,other,10,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,39542,-0.11,0.18,2.93,2.93,-0.017,-8.5,0.011,-0.03
encryptotel [...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sociall,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,12334,0.08,0.07,1.13,1.13,0.005,-8.0,0.011,-0.03
ties.db,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
luckchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2315,0.12,0.0,0.06,0.06,-0.018,1.5,0.033,0.007
e-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2,0.22,0.14,2.16,2.16,1.74,2.5,0.066,0.003
sense,7 Nov 2017,21 Nov 2017,14.0,190.0,1,telecommunications,7,15000000.0,15000000.0,1.0,0.1,2451,0,9116,N/A,N/A,-0.433,13019,0.03,-0.16,-2.58,-2.58,-0.293,-9.0,-0.004,0.02
triaconta,N/A,N/A,N/A,N/A,12,saas,11,N/A,N/A,N/A,8.6168,N/A,0,N/A,N/A,N/A,0.031,5187,0.13,0.18,2.8,2.8,-0.351,-1.0,0.018,0.03
russiacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0,0.1,0.17,2.73,2.73,-0.069,-12.5,0.096,0.02
elite,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
uniform fisca...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
mercury protocol,N/A,N/A,N/A,N/A,1,saas,16,10000000.0,24000000.0,0.42,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ethbits,15 Apr 2017,13 May 2017,28.0,382.0,4,saas,3,1216178.0,N/A,N/A,1.14,6271,0,5546,N/A,N/A,0.921,3027,0.06,0.25,3.94,3.94,30.738,2.5,2.038,-0.017
kekcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,816,0,N/A,N/A,N/A,0.0,14705,0.14,0.11,1.68,1.68,0.889,0.0,0.009,0.093
putincoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,846,0.17,0.08,1.26,1.26,-0.081,-9.5,0.029,-0.033
smileycoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,26,0.24,0.17,2.62,2.62,0.174,-41.5,0.051,0.163
imbrex,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,8231,0.04,0.03,0.45,0.45,0.682,11.5,0.063,-0.11
kobocoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1140,0.11,0.09,1.49,1.49,-0.19,-2.0,0.107,-0.003
bowhead,N/A,N/A,N/A,N/A,1,other,N/A,1000000.0,N/A,N/A,0.65,N/A,0,N/A,N/A,N/A,-0.426,3424,0.04,0.14,2.27,2.27,4.81,-8.0,0.286,-0.063
equitrader,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,5311,0.18,0.14,2.21,2.21,-0.172,-3.5,0.011,-0.017
neverdie,30 Jun 2017,1 Sep 2017,63.0,271.0,1,entertainment,2,5800000.0,10000000.0,0.58,0.25,7,0,1486,N/A,N/A,-0.193,43022,-0.08,-0.16,-2.59,-2.59,-0.251,-4.5,0.006,-0.087
noblecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,32841,-0.22,0.07,1.18,1.18,-0.024,3.5,0.017,-0.04
inpay,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1149,0.16,0.18,2.9,2.9,-0.028,15.0,0.028,0.027
42-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
carboncoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,164,0.16,0.22,3.46,3.46,0.719,-3.5,0.135,0.007
ethereum movi...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
farad,1 Oct 2017,31 Oct 2017,30.0,211.0,12,energy,11,N/A,N/A,N/A,0.13,76,0,3417,N/A,N/A,-0.395,39680,0.05,0.12,1.95,1.95,-0.124,8.0,0.013,0.077
canada ecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
orbitcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,-0.08,-0.01,-0.21,-0.21,0.052,-2.0,0.01,-0.01
worldcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,-0.43,-0.17,-2.73,-2.73,-0.017,-3.0,0.007,0.0
popularcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,14,0.27,0.19,2.96,2.96,-0.512,-3.0,0.064,0.003
machinecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,8,0.08,0.11,1.81,1.81,-0.302,-5.5,0.1,-0.097
